,Crack_Spread,Crack_Z_Score,Basket_Return,SPY_Return,Rolling_Beta,Beta_Hedged_Return,VLO_Hedged_Return,MPC_Hedged_Return,PSX_Hedged_Return,DINO_Hedged_Return,PBF_Hedged_Return,DK_Hedged_Return,CVI_Hedged_Return
2022-01-11,20.677597999572754,0.30642978918581953,0.03162660906823365,0.009108268663244656,1.2040114064809744,0.020660149704393865,0.02366340051773642,0.02235523053023341,0.017760763367446808,0.010827152847769583,0.021985702972921052,0.03063855925314747,0.02002745408918641
2022-01-12,20.621199131011963,0.2795628866535675,0.0024154129600784053,0.002703542338843734,1.2655769241424193,-0.00100612783740425,0.0027176888994027894,0.0024306223526256512,-0.0012560287161231562,-0.00744635768267821,0.0038067620892481098,-0.01892717300950321,-0.009570843141999887
2022-01-13,21.153796195983887,0.45810092778510436,6.733150465303985e-05,-0.013778587715492119,1.268344202451064,0.01754332335156092,0.005864959304547886,0.01557438374876279,0.02087760990783386,0.028944684376100368,0.01799001296408481,0.0314325161585424,0.03196980435066782
2022-01-14,20.792197704315186,0.32418019386973806,0.03169337385760938,0.0004090208208415991,1.202763895777788,0.031201418381679714,0.02155986842382588,0.021725792202563054,0.020322001652437513,0.06792114889091347,0.060496254540006934,0.05021173445837042,0.05943976945925779
2022-01-18,20.096396923065186,0.0675146433168356,0.0005272780162862256,-0.017709612163689825,1.200972588895881,0.02179603678485478,0.02729373355283917,0.016042650901829204,0.019062845283860267,0.015155205652420303,0.02785247647907685,0.01845646760640114,0.047305231614133775
2022-01-19,19.528202533721924,-0.1483286775012407,-0.017453420393272866,-0.010383557878106742,1.129971976561838,-0.005720290974004349,-0.004751345958437342,-0.005701723878621995,-0.005987268479843155,-0.002579484423100473,-0.000556790238969776,-0.0038598360353350666,-0.022628532775068717
2022-01-20,19.446794986724854,-0.19043072615459442,-0.03275815070032049,-0.011068068622025473,1.143934607767478,-0.020097003962440248,-0.020418749479650534,-0.007278609011050501,-0.009088623246509754,-0.032221078528603286,-0.03317548761991648,-0.07397384636311155,-0.046418679522516396
2022-01-21,20.92400026321411,0.3489486293393734,-0.028117823397235148,-0.01963064132886827,1.17672569231834,-0.005017943388869614,-0.0027141535941464824,0.0023515385038180812,-0.004503306023493997,-0.019343927425982267,-0.010982512408345337,-0.018659551394474595,-0.0076993435534957605
2022-01-24,20.61760139465332,0.22563029921675043,-0.004874833858616701,0.004246735706896265,1.1996923498423202,-0.009969610197982367,-0.013931454676599307,-0.008754296611224937,-0.011649717940227199,-0.012495692845208213,0.005739560876610485,0.005661597009242331,-0.014124630014826521
2022-01-25,20.63340425491333,0.22311214470697127,0.03231771041445299,-0.012208974085799573,1.160052420890543,0.04648076035927469,0.04692872640067939,0.027963059766014247,0.04965011727565651,0.039448633852086974,0.09649612177912022,0.05662166475211054,0.07489063573833829
2022-01-26,21.70720386505127,0.6354667032721953,-0.012722905209654174,-0.0025087953939929575,1.092623070506367,-0.009981737482997358,0.004483672177143628,-0.004883505229218139,-0.008301806498209673,-0.006897946813858106,-0.056235935352871316,-0.039156921268914964,-0.04693780165902371
2022-01-27,23.100998401641846,1.1832010895722833,0.011044155291438186,-0.004937963506221665,1.10740594774199,0.01651248544796095,0.013837594285488418,0.017713036696780104,0.013644262431678392,0.01862518708741396,0.034009609910963946,0.014274986578113302,0.018740271225579204
2022-01-28,23.361400604248047,1.2862557900598226,-0.007410448334239168,0.024835410015744186,1.0879099985205651,-0.03442913920772506,-0.0342202596581951,-0.02482795369332043,-0.04071955745732968,-0.018631396008680915,-0.05811601859075982,-0.05193903138598443,-0.04242608811616903
2022-01-31,21.999201774597168,0.7325644596102199,0.005418032278215551,0.018011067394991365,0.9672967609695827,-0.012004014874564456,0.0015897954223315185,-0.016318746953166492,-0.006859271934147936,-0.013199819932275224,-0.05353644976385245,-0.02326160044406988,-0.028941490093901796
2022-02-01,22.282404899597168,0.8447027163834526,0.04539575133459487,0.006756925874457753,0.9363171993764448,0.03906912542342835,0.03651251665024718,0.025981481429563934,0.029117980882466463,0.040618876395618356,0.09334620707008746,0.09720434623682636,0.051534307559028616
2022-02-02,23.50059986114502,1.343446696111752,0.018439132715060966,0.00971408274181318,0.9906133430511954,0.00881623273551749,-0.009215223838089641,0.052081827284857184,-0.006871227544450279,-0.008232784617591565,-0.003821308045150216,0.017451865891870755,-0.0008172134127738435
2022-02-03,23.478601455688477,1.3312891241275717,-0.015829470120149413,-0.02350497399483331,0.9896067822622809,0.007431211562036171,0.005809476392175612,0.0022782756326108003,0.011832775635495132,-0.002165001937353632,0.0309074317355783,0.015235362310262575,0.007208802768182039
2022-02-04,22.939399242401123,1.1028963604406394,0.018781983366289952,0.004702207959730531,0.9755090272467211,0.014194937053581432,0.014293930340696311,0.011471078514288455,0.015249485834902606,0.012255449396174236,0.03425729005596343,0.006862915820054586,0.013195162953825383
2022-02-07,23.84400463104248,1.485999763359554,0.024533744797585567,-0.0032092765817484104,0.9905969673384576,0.027712844446815873,0.0369887427149756,0.024007985827522366,0.018637681752528463,0.021325131293810397,0.06182147772322422,0.03280275999359549,0.01881033715674484
